DEC1,DEC2,DEC3,DEC4,DEC_CENT,RA1,RA2,RA3,RA4,RA_CENT,TILENAME
-53.88864058,-53.88864058,-53.15820997,-53.15820997,-53.525,51.31903711,50.07960561,50.09020071,51.308442,50.69932136,DES0322-5331
-54.60248698,-54.60248698,-53.87205783,-53.87205783,-54.23888889,51.22381218,49.96274551,49.97380884,51.21274885,50.59327884,DES0322-5414
-55.31633187,-55.31633187,-54.58590427,-54.58590427,-54.95277778,51.14676111,49.86308777,49.87464779,51.13520108,50.50492444,DES0322-5457
-43.89467183,-43.89467183,-43.16422746,-43.16422746,-43.53055556,51.39054547,50.37688111,50.38298239,51.38444419,50.88371329,DES0323-4331
-46.03625154,-46.03625154,-45.30580933,-45.30580933,-45.67222222,51.40528204,50.35304951,50.3598715,51.39846004,50.87916577,DES0323-4540
-48.89168004,-48.89168004,-48.16124127,-48.16124127,-48.52777778,51.3789304,50.26793222,50.2758872,51.37097542,50.82343131,DES0323-4831
-52.46094357,-52.46094357,-51.73051029,-51.73051029,-52.09722222,51.56200542,50.3631483,50.37288388,51.55226983,50.96257686,DES0323-5205
-53.17479275,-53.17479275,-52.44436076,-52.44436076,-52.81111111,51.43192331,50.21321117,50.22336436,51.42177012,50.82256724,DES0323-5248
-41.75308608,-41.75308608,-41.02263985,-41.02263985,-41.38888889,51.56097031,50.58182735,50.58729702,51.55550065,51.07139883,DES0324-4123
-45.32239236,-45.32239236,-44.5919494,-44.5919494,-44.95833333,51.71526995,50.67637745,50.68294823,51.70869916,51.1958237,DES0324-4457
-48.17782423,-48.17782423,-47.44738453,-47.44738453,-47.81388889,51.61950038,50.52405798,50.53170872,51.61184964,51.07177918,DES0324-4748
-51.74709313,-51.74709313,-51.01665863,-51.01665863,-51.38333333,51.70886124,50.52904238,50.53838289,51.69952072,51.11895181,DES0324-5123
-41.03922297,-41.03922297,-40.30877617,-40.30877617,-40.675,51.97067358,51.00222605,51.00750228,51.96539735,51.48644982,DES0325-4040
-43.18081054,-43.18081054,-42.45036552,-42.45036552,-42.81666667,51.75179839,50.75006461,50.75594626,51.74591674,51.2509315,DES0325-4249
-47.46396751,-47.46396751,-46.73352694,-46.73352694,-47.1,51.87447087,50.79398925,50.80135037,51.86710975,51.33423006,DES0325-4706
-50.31938872,-50.31938872,-49.58895197,-49.58895197,-49.95555556,52.05139944,50.90737992,50.9159915,52.04278785,51.47938968,DES0325-4957
-51.03324149,-51.03324149,-50.30280583,-50.30280583,-50.66944444,51.87210806,50.71055477,50.71952112,51.86314172,51.29133142,DES0325-5040
-64.5961184,-64.5961184,-63.86572433,-63.86572433,-64.23333333,52.15639884,50.45363439,50.47582524,52.13420799,51.30501662,DES0325-6414
-42.46694862,-42.46694862,-41.73650297,-41.73650297,-42.10277778,52.12579578,51.13556309,51.14123439,52.12012448,51.63067943,DES0326-4206
-44.60853245,-44.60853245,-43.87808876,-43.87808876,-44.24444444,52.03860562,51.01256187,51.01889264,52.03227484,51.52558374,DES0326-4414
-46.75010994,-46.75010994,-46.01966852,-46.01966852,-46.38611111,52.14366574,51.0775785,51.08466368,52.13658057,51.61062212,DES0326-4623
-49.60553489,-49.60553489,-48.8750971,-48.8750971,-49.24166667,52.24642225,51.11924266,51.12751754,52.23814738,51.68283246,DES0326-4914
-55.31633187,-55.31633187,-54.58590427,-54.58590427,-54.95277778,52.38992556,51.10625221,51.11781224,52.37836553,51.74808888,DES0326-5457
-56.03017514,-56.03017514,-55.29974919,-55.29974919,-55.66666667,52.35419411,51.04688217,51.05896978,52.3421065,51.70053814,DES0326-5540
-56.74401669,-56.74401669,-56.0135925,-56.0135925,-56.38055556,52.33886197,51.00681389,51.01946262,52.32621325,51.67283793,DES0326-5622
-57.45785642,-57.45785642,-56.7274341,-56.7274341,-57.09444444,52.34468056,50.9867274,50.99997374,52.33143422,51.66570398,DES0326-5705
-58.17169418,-58.17169418,-57.44127386,-57.44127386,-57.80833333,52.37247697,50.98737193,51.00125567,52.35859323,51.67992445,DES0326-5748
-58.88552985,-58.88552985,-58.15511167,-58.15511167,-58.52222222,52.42316223,51.00957354,51.02413812,52.40859765,51.71636789,DES0326-5831
-65.30992634,-65.30992634,-64.57953651,-64.57953651,-64.94722222,52.43030006,50.6815228,50.70504771,52.40677515,51.55591143,DES0326-6456
-43.89467183,-43.89467183,-43.16422746,-43.16422746,-43.53055556,52.37521006,51.3615457,51.36764698,52.36910878,51.86837788,DES0327-4331
-46.03625154,-46.03625154,-45.30580933,-45.30580933,-45.67222222,52.4269299,51.37469737,51.38151937,52.4201079,51.90081363,DES0327-4540
-48.89168004,-48.89168004,-48.16124127,-48.16124127,-48.52777778,52.45689414,51.34589596,51.35385094,52.44893916,51.90139505,DES0327-4831
-53.88864058,-53.88864058,-53.15820997,-53.15820997,-53.525,52.51991606,51.28048456,51.29107966,52.50932095,51.90020031,DES0327-5331
-54.60248698,-54.60248698,-53.87205783,-53.87205783,-54.23888889,52.44537325,51.18430658,51.19536991,52.43430992,51.81483991,DES0327-5414
-59.59936327,-59.59936327,-58.86894739,-58.86894739,-59.23611111,52.49774081,51.05424366,51.06953662,52.48244785,51.77599224,DES0327-5914
-60.31319429,-60.31319429,-59.58278087,-59.58278087,-59.95,52.5973214,51.12238901,51.13846247,52.58124794,51.85985521,DES0327-5957
-41.75308608,-41.75308608,-41.02263985,-41.02263985,-41.38888889,52.51251856,51.5333756,51.53884526,52.50704889,52.02294708,DES0328-4123
-43.18081054,-43.18081054,-42.45036552,-42.45036552,-42.81666667,52.72501933,51.72328555,51.7291672,52.71913767,52.22415244,DES0328-4249
-45.32239236,-45.32239236,-44.5919494,-44.5919494,-44.95833333,52.7241279,51.6852354,51.69180619,52.71755712,52.20468165,DES0328-4457
-48.17782423,-48.17782423,-47.44738453,-47.44738453,-47.81388889,52.68256116,51.58711876,51.5947695,52.67491042,52.13483996,DES0328-4748
-52.46094357,-52.46094357,-51.73051029,-51.73051029,-52.09722222,52.72407872,51.52522161,51.53495719,52.71434314,52.12465016,DES0328-5205
-53.17479275,-53.17479275,-52.44436076,-52.44436076,-52.81111111,52.61298911,51.39427697,51.40443016,52.60283592,52.00363304,DES0328-5248
-41.03922297,-41.03922297,-40.30877617,-40.30877617,-40.675,52.91195944,51.94351191,51.94878814,52.90668321,52.42773568,DES0329-4040
-47.46396751,-47.46396751,-46.73352694,-46.73352694,-47.1,52.92319572,51.84271409,51.85007522,52.91583459,52.38295491,DES0329-4706
-51.03324149,-51.03324149,-50.30280583,-50.30280583,-50.66944444,52.9984827,51.83692941,51.84589576,52.98951636,52.41770606,DES0329-5040
-51.74709313,-51.74709313,-51.01665863,-51.01665863,-51.38333333,52.85271797,51.67289911,51.68223963,52.84337746,52.26280854,DES0329-5123
-42.46694862,-42.46694862,-41.73650297,-41.73650297,-42.10277778,53.08798366,52.09775097,52.10342227,53.08231236,52.59286732,DES0330-4206
-44.60853245,-44.60853245,-43.87808876,-43.87808876,-44.24444444,53.03514272,52.00909897,52.01542975,53.02881195,52.52212085,DES0330-4414
-46.75010994,-46.75010994,-46.01966852,-46.01966852,-46.38611111,53.1785947,52.11250746,52.11959263,53.17150952,52.64555108,DES0330-4623
-50.31938872,-50.31938872,-49.58895197,-49.58895197,-49.95555556,53.16098797,52.01696845,52.02558004,53.15237639,52.58897821,DES0330-4957
-63.88230631,-63.88230631,-63.15190835,-63.15190835,-63.51944444,53.5180872,51.85872552,51.87968838,53.49712434,52.68840636,DES0330-6331
-40.3253593,-40.3253593,-39.59491196,-39.59491196,-39.96111111,53.32412246,52.36599209,52.37108262,53.31903193,52.84505727,DES0331-3957
-41.75308608,-41.75308608,-41.02263985,-41.02263985,-41.38888889,53.4640668,52.48492384,52.4903935,53.45859714,52.97449532,DES0331-4123
-43.89467183,-43.89467183,-43.16422746,-43.16422746,-43.53055556,53.35987465,52.34621029,52.35231157,53.35377337,52.85304247,DES0331-4331
-46.03625154,-46.03625154,-45.30580933,-45.30580933,-45.67222222,53.44857776,52.39634523,52.40316723,53.44175576,52.9224615,DES0331-4540
-48.89168004,-48.89168004,-48.16124127,-48.16124127,-48.52777778,53.53485788,52.4238597,52.43181468,53.5269029,52.97935879,DES0331-4831
-49.60553489,-49.60553489,-48.8750971,-48.8750971,-49.24166667,53.33988491,52.21270532,52.2209802,53.33161004,52.77629512,DES0331-4914
-55.31633187,-55.31633187,-54.58590427,-54.58590427,-54.95277778,53.63309,52.34941665,52.36097668,53.62152997,52.99125333,DES0331-5457
-56.03017514,-56.03017514,-55.29974919,-55.29974919,-55.66666667,53.61993983,52.31262789,52.3247155,53.60785223,52.96628386,DES0331-5540
-56.74401669,-56.74401669,-56.0135925,-56.0135925,-56.38055556,53.62822837,52.29618029,52.30882902,53.61557964,52.96220433,DES0331-5622
-57.45785642,-57.45785642,-56.7274341,-56.7274341,-57.09444444,53.65877387,52.30082071,52.31406705,53.64552753,52.97979729,DES0331-5705
-64.5961184,-64.5961184,-63.86572433,-63.86572433,-64.23333333,53.79862795,52.09586351,52.11805436,53.7764371,52.94724573,DES0331-6414
-43.18081054,-43.18081054,-42.45036552,-42.45036552,-42.81666667,53.69824027,52.69650649,52.70238814,53.69235861,53.19737338,DES0332-4249
-45.32239236,-45.32239236,-44.5919494,-44.5919494,-44.95833333,53.73298585,52.69409336,52.70066414,53.72641507,53.2135396,DES0332-4457
-48.17782423,-48.17782423,-47.44738453,-47.44738453,-47.81388889,53.74562193,52.65017953,52.65783027,53.73797119,53.19790073,DES0332-4748
-53.17479275,-53.17479275,-52.44436076,-52.44436076,-52.81111111,53.79405491,52.57534277,52.58549596,53.78390173,53.18469884,DES0332-5248
-53.88864058,-53.88864058,-53.15820997,-53.15820997,-53.525,53.72079501,52.48136351,52.49195861,53.7101999,53.10107926,DES0332-5331
-54.60248698,-54.60248698,-53.87205783,-53.87205783,-54.23888889,53.66693432,52.40586765,52.41693098,53.65587099,53.03640098,DES0332-5414
-58.17169418,-58.17169418,-57.44127386,-57.44127386,-57.80833333,53.71247623,52.32737119,52.34125493,53.69859249,53.01992371,DES0332-5748
-58.88552985,-58.88552985,-58.15511167,-58.15511167,-58.52222222,53.79032591,52.37673722,52.3913018,53.77576133,53.08353156,DES0332-5831
-59.59936327,-59.59936327,-58.86894739,-58.86894739,-59.23611111,53.89341421,52.44991705,52.46521001,53.87812124,53.17166563,DES0332-5914
-65.30992634,-65.30992634,-64.57953651,-64.57953651,-64.94722222,54.11617551,52.36739825,52.39092316,54.0926506,53.24178688,DES0332-6456
-41.03922297,-41.03922297,-40.30877617,-40.30877617,-40.675,53.85324531,52.88479777,52.890074,53.84796907,53.36902154,DES0333-4040
-47.46396751,-47.46396751,-46.73352694,-46.73352694,-47.1,53.97192057,52.89143894,52.89880007,53.96455944,53.43167975,DES0333-4706
-51.74709313,-51.74709313,-51.01665863,-51.01665863,-51.38333333,53.99657471,52.81675585,52.82609637,53.9872342,53.40666528,DES0333-5123
-52.46094357,-52.46094357,-51.73051029,-51.73051029,-52.09722222,53.88615203,52.68729491,52.6970305,53.87641644,53.28672347,DES0333-5205
-60.31319429,-60.31319429,-59.58278087,-59.58278087,-59.95,54.02294489,52.5480125,52.56408596,54.00687143,53.2854787,DES0333-5957
-42.46694862,-42.46694862,-41.73650297,-41.73650297,-42.10277778,54.05017154,53.05993886,53.06561015,54.04450025,53.5550552,DES0334-4206
-44.60853245,-44.60853245,-43.87808876,-43.87808876,-44.24444444,54.03167983,53.00563608,53.01196686,54.02534906,53.51865796,DES0334-4414
-46.75010994,-46.75010994,-46.01966852,-46.01966852,-46.38611111,54.21352365,53.14743641,53.15452159,54.20643848,53.68048003,DES0334-4623
-50.31938872,-50.31938872,-49.58895197,-49.58895197,-49.95555556,54.27057651,53.12655698,53.13516857,54.26196492,53.69856675,DES0334-4957
-51.03324149,-51.03324149,-50.30280583,-50.30280583,-50.66944444,54.12485734,52.96330405,52.9722704,54.115891,53.5440807,DES0334-5040
-66.02372978,-66.02372978,-65.29334456,-65.29334456,-65.66111111,54.47332805,52.67569561,52.70067329,54.44835037,53.57451183,DES0334-6539
-41.75308608,-41.75308608,-41.02263985,-41.02263985,-41.38888889,54.41561504,53.43647208,53.44194175,54.41014538,53.92604356,DES0335-4123
-43.89467183,-43.89467183,-43.16422746,-43.16422746,-43.53055556,54.34453924,53.33087488,53.33697616,54.33843796,53.83770706,DES0335-4331
-46.03625154,-46.03625154,-45.30580933,-45.30580933,-45.67222222,54.47022562,53.4179931,53.42481509,54.46340363,53.94410936,DES0335-4540
-49.60553489,-49.60553489,-48.8750971,-48.8750971,-49.24166667,54.43334757,53.30616798,53.31444286,54.4250727,53.86975778,DES0335-4914
-43.18081054,-43.18081054,-42.45036552,-42.45036552,-42.81666667,54.67146121,53.66972743,53.67560908,54.66557955,54.17059432,DES0336-4249
-45.32239236,-45.32239236,-44.5919494,-44.5919494,-44.95833333,54.74184381,53.70295131,53.70952209,54.73527302,54.22239756,DES0336-4457
-48.89168004,-48.89168004,-48.16124127,-48.16124127,-48.52777778,54.61282162,53.50182344,53.50977842,54.60486664,54.05732253,DES0336-4831
-55.31633187,-55.31633187,-54.58590427,-54.58590427,-54.95277778,54.87625444,53.5925811,53.60414113,54.86469442,54.23441777,DES0336-5457
-56.03017514,-56.03017514,-55.29974919,-55.29974919,-55.66666667,54.88568556,53.57837362,53.59046122,54.87359795,54.23202959,DES0336-5540
-41.03922297,-41.03922297,-40.30877617,-40.30877617,-40.675,54.79453117,53.82608363,53.83135986,54.78925493,54.3103074,DES0337-4040
-47.46396751,-47.46396751,-46.73352694,-46.73352694,-47.1,55.02064541,53.94016379,53.94752491,55.01328429,54.4804046,DES0337-4706
-48.17782423,-48.17782423,-47.44738453,-47.44738453,-47.81388889,54.80868271,53.71324031,53.72089104,54.80103197,54.26096151,DES0337-4748
-52.46094357,-52.46094357,-51.73051029,-51.73051029,-52.09722222,55.04822533,53.84936822,53.8591038,55.03848975,54.44879678,DES0337-5205
-53.17479275,-53.17479275,-52.44436076,-52.44436076,-52.81111111,54.97512071,53.75640858,53.76656176,54.96496753,54.36576464,DES0337-5248
-53.88864058,-53.88864058,-53.15820997,-53.15820997,-53.525,54.92167396,53.68224246,53.69283756,54.91107885,54.30195821,DES0337-5331
-54.60248698,-54.60248698,-53.87205783,-53.87205783,-54.23888889,54.88849539,53.62742872,53.63849205,54.87743206,54.25796205,DES0337-5414
-56.74401669,-56.74401669,-56.0135925,-56.0135925,-56.38055556,54.91759476,53.58554669,53.59819541,54.90494604,54.25157072,DES0337-5622
-57.45785642,-57.45785642,-56.7274341,-56.7274341,-57.09444444,54.97286718,53.61491401,53.62816036,54.95962084,54.2938906,DES0337-5705
-58.17169418,-58.17169418,-57.44127386,-57.44127386,-57.80833333,55.05247549,53.66737045,53.68125419,55.03859175,54.35992297,DES0337-5748
-58.88552985,-58.88552985,-58.15511167,-58.15511167,-58.52222222,55.15748959,53.74390089,53.75846548,55.14292501,54.45069524,DES0337-5831
-42.46694862,-42.46694862,-41.73650297,-41.73650297,-42.10277778,55.01235943,54.02212674,54.02779804,55.00668813,54.51724308,DES0338-4206
-44.60853245,-44.60853245,-43.87808876,-43.87808876,-44.24444444,55.02821694,54.00217319,54.00850396,55.02188616,54.51519506,DES0338-4414
-46.75010994,-46.75010994,-46.01966852,-46.01966852,-46.38611111,55.24845261,54.18236537,54.18945054,55.24136744,54.71540899,DES0338-4623
-51.03324149,-51.03324149,-50.30280583,-50.30280583,-50.66944444,55.25123198,54.08967869,54.09864504,55.24226564,54.67045534,DES0338-5040
-51.74709313,-51.74709313,-51.01665863,-51.01665863,-51.38333333,55.14043145,53.96061259,53.96995311,55.13109093,54.55052202,DES0338-5123
-59.59936327,-59.59936327,-58.86894739,-58.86894739,-59.23611111,55.2890876,53.84559044,53.8608834,55.27379463,54.56733902,DES0338-5914
-60.31319429,-60.31319429,-59.58278087,-59.58278087,-59.95,55.44856839,53.97363599,53.98970945,55.43249493,54.71110219,DES0338-5957
-64.5961184,-64.5961184,-63.86572433,-63.86572433,-64.23333333,55.44085707,53.73809262,53.76028347,55.41866622,54.58947485,DES0338-6414
-41.75308608,-41.75308608,-41.02263985,-41.02263985,-41.38888889,55.36716329,54.38802033,54.39348999,55.36169362,54.87759181,DES0339-4123
-43.89467183,-43.89467183,-43.16422746,-43.16422746,-43.53055556,55.32920383,54.31553947,54.32164075,55.32310255,54.82237165,DES0339-4331
-46.03625154,-46.03625154,-45.30580933,-45.30580933,-45.67222222,55.49187349,54.43964096,54.44646296,55.48505149,54.96575722,DES0339-4540
-49.60553489,-49.60553489,-48.8750971,-48.8750971,-49.24166667,55.52681023,54.39963064,54.40790552,55.51853535,54.96322044,DES0339-4914
-50.31938872,-50.31938872,-49.58895197,-49.58895197,-49.95555556,55.38016504,54.23614552,54.2447571,55.37155346,54.80815528,DES0339-4957
-61.02702272,-61.02702272,-60.29661194,-60.29661194,-60.66388889,55.63736606,54.1293596,54.14627082,55.62045483,54.88336283,DES0339-6039
-65.30992634,-65.30992634,-64.57953651,-64.57953651,-64.94722222,55.80205096,54.0532737,54.07679861,55.77852605,54.92766233,DES0339-6456
-43.18081054,-43.18081054,-42.45036552,-42.45036552,-42.81666667,55.64468214,54.64294837,54.64883002,55.63880049,55.14381526,DES0340-4249
-45.32239236,-45.32239236,-44.5919494,-44.5919494,-44.95833333,55.75070176,54.71180926,54.71838005,55.74413098,55.23125551,DES0340-4457
-48.89168004,-48.89168004,-48.16124127,-48.16124127,-48.52777778,55.69078536,54.57978719,54.58774216,55.68283039,55.13528627,DES0340-4831
-61.74084837,-61.74084837,-61.01044044,-61.01044044,-61.37777778,55.85706647,54.31422372,54.33203577,55.83925442,55.0856451,DES0340-6122
-41.03922297,-41.03922297,-40.30877617,-40.30877617,-40.675,55.73581703,54.76736949,54.77264573,55.73054079,55.25159326,DES0341-4040
-42.46694862,-42.46694862,-41.73650297,-41.73650297,-42.10277778,55.97454731,54.98431462,54.98998592,55.96887601,55.47943097,DES0341-4206
-48.17782423,-48.17782423,-47.44738453,-47.44738453,-47.81388889,55.87174348,54.77630108,54.78395182,55.86409274,55.32402228,DES0341-4748
-54.60248698,-54.60248698,-53.87205783,-53.87205783,-54.23888889,56.11005646,54.84898979,54.86005312,56.09899313,55.47952312,DES0341-5414
-55.31633187,-55.31633187,-54.58590427,-54.58590427,-54.95277778,56.11941889,54.83574554,54.84730557,56.10785886,55.47758222,DES0341-5457
-56.03017514,-56.03017514,-55.29974919,-55.29974919,-55.66666667,56.15143128,54.84411934,54.85620695,56.13934367,55.49777531,DES0341-5540
-62.45467101,-62.45467101,-61.72426615,-61.72426615,-62.09166667,56.10942642,54.52984894,54.54863142,56.09064394,55.31963768,DES0341-6205
-66.02372978,-66.02372978,-65.29334456,-65.29334456,-65.66111111,56.20550945,54.407877,54.43285469,56.18053177,55.30669323,DES0341-6539
-44.60853245,-44.60853245,-43.87808876,-43.87808876,-44.24444444,56.02475405,54.9987103,55.00504107,56.01842327,55.51173217,DES0342-4414
-47.46396751,-47.46396751,-46.73352694,-46.73352694,-47.1,56.06937026,54.98888863,54.99624976,56.06200913,55.52912945,DES0342-4706
-51.74709313,-51.74709313,-51.01665863,-51.01665863,-51.38333333,56.28428819,55.10446933,55.11380984,56.27494767,55.69437876,DES0342-5123
-52.46094357,-52.46094357,-51.73051029,-51.73051029,-52.09722222,56.21029864,55.01144153,55.02117711,56.20056306,55.61087008,DES0342-5205
-53.17479275,-53.17479275,-52.44436076,-52.44436076,-52.81111111,56.15618651,54.93747438,54.94762756,56.14603333,55.54683045,DES0342-5248
-53.88864058,-53.88864058,-53.15820997,-53.15820997,-53.525,56.12255291,54.88312141,54.89371652,56.1119578,55.50283716,DES0342-5331
-56.74401669,-56.74401669,-56.0135925,-56.0135925,-56.38055556,56.20696116,54.87491308,54.88756181,56.19431243,55.54093712,DES0342-5622
-57.45785642,-57.45785642,-56.7274341,-56.7274341,-57.09444444,56.28696049,54.92900732,54.94225366,56.27371414,55.6079839,DES0342-5705
-58.17169418,-58.17169418,-57.44127386,-57.44127386,-57.80833333,56.39247475,55.00736971,55.02125345,56.37859101,55.69992223,DES0342-5748
-63.16849041,-63.16849041,-62.43808887,-62.43808887,-62.80555556,56.39639576,54.77803438,54.79786432,56.37656581,55.58721507,DES0342-6248
-66.7375283,-66.7375283,-66.00714811,-66.00714811,-66.375,56.65439355,54.80480265,54.8313664,56.6278298,55.7295981,DES0342-6622
-41.75308608,-41.75308608,-41.02263985,-41.02263985,-41.38888889,56.31871153,55.33956857,55.34503823,56.31324187,55.82914005,DES0343-4123
-43.89467183,-43.89467183,-43.16422746,-43.16422746,-43.53055556,56.31386842,55.30020406,55.30630533,56.30776714,55.80703624,DES0343-4331
-46.03625154,-46.03625154,-45.30580933,-45.30580933,-45.67222222,56.51352135,55.46128882,55.46811082,56.50669935,55.98740509,DES0343-4540
-46.75010994,-46.75010994,-46.01966852,-46.01966852,-46.38611111,56.28338157,55.21729432,55.2243795,56.27629639,55.75033794,DES0343-4623
-50.31938872,-50.31938872,-49.58895197,-49.58895197,-49.95555556,56.48975357,55.34573405,55.35434564,56.48114199,55.91774381,DES0343-4957
-51.03324149,-51.03324149,-50.30280583,-50.30280583,-50.66944444,56.37760662,55.21605333,55.22501968,56.36864028,55.79682998,DES0343-5040
-58.88552985,-58.88552985,-58.15511167,-58.15511167,-58.52222222,56.52465327,55.11106457,55.12562916,56.51008869,55.81785892,DES0343-5831
-59.59936327,-59.59936327,-58.86894739,-58.86894739,-59.23611111,56.68476099,55.24126383,55.25655679,56.66946802,55.96301241,DES0343-5914
-41.03922297,-41.03922297,-40.30877617,-40.30877617,-40.675,56.67710289,55.70865535,55.71393159,56.67182666,56.19287912,DES0344-4040
-43.18081054,-43.18081054,-42.45036552,-42.45036552,-42.81666667,56.61790308,55.61616931,55.62205096,56.61202143,56.1170362,DES0344-4249
-45.32239236,-45.32239236,-44.5919494,-44.5919494,-44.95833333,56.75955971,55.72066722,55.727238,56.75298893,56.24011346,DES0344-4457
-48.89168004,-48.89168004,-48.16124127,-48.16124127,-48.52777778,56.7687491,55.65775093,55.6657059,56.76079413,56.21325001,DES0344-4831
-49.60553489,-49.60553489,-48.8750971,-48.8750971,-49.24166667,56.62027289,55.4930933,55.50136818,56.61199801,56.0566831,DES0344-4914
-42.46694862,-42.46694862,-41.73650297,-41.73650297,-42.10277778,56.93673519,55.94650251,55.9521738,56.9310639,56.44161885,DES0345-4206
-48.17782423,-48.17782423,-47.44738453,-47.44738453,-47.81388889,56.93480426,55.83936186,55.84701259,56.92715352,56.38708306,DES0345-4748
-61.02702272,-61.02702272,-60.29661194,-60.29661194,-60.66388889,57.09448442,55.58647796,55.60338918,57.07757319,56.34048119,DES0345-6039
-40.3253593,-40.3253593,-39.59491196,-39.59491196,-39.96111111,57.04966455,56.09153418,56.09662471,57.04457402,56.57059936,DES0346-3957
-44.60853245,-44.60853245,-43.87808876,-43.87808876,-44.24444444,57.02129115,55.99524741,56.00157818,57.01496038,56.50826928,DES0346-4414
-47.46396751,-47.46396751,-46.73352694,-46.73352694,-47.1,57.11809511,56.03761348,56.04497461,57.11073398,56.57785429,DES0346-4706
-53.17479275,-53.17479275,-52.44436076,-52.44436076,-52.81111111,57.33725232,56.11854018,56.12869337,57.32709913,56.72789625,DES0346-5248
-53.88864058,-53.88864058,-53.15820997,-53.15820997,-53.525,57.32343186,56.08400036,56.09459547,57.31283675,56.70371611,DES0346-5331
-54.60248698,-54.60248698,-53.87205783,-53.87205783,-54.23888889,57.33161753,56.07055086,56.08161419,57.3205542,56.7010842,DES0346-5414
-55.31633187,-55.31633187,-54.58590427,-54.58590427,-54.95277778,57.36258333,56.07890999,56.09047002,57.3510233,56.72074666,DES0346-5457
-61.74084837,-61.74084837,-61.01044044,-61.01044044,-61.37777778,57.34733929,55.80449654,55.82230859,57.32952724,56.57591792,DES0346-6122
-65.30992634,-65.30992634,-64.57953651,-64.57953651,-64.94722222,57.48792641,55.73914915,55.76267406,57.4644015,56.61353778,DES0346-6456
-41.75308608,-41.75308608,-41.02263985,-41.02263985,-41.38888889,57.27025977,56.29111682,56.29658648,57.26479011,56.78068829,DES0347-4123
-43.89467183,-43.89467183,-43.16422746,-43.16422746,-43.53055556,57.29853301,56.28486865,56.29096992,57.29243173,56.79170083,DES0347-4331
-46.75010994,-46.75010994,-46.01966852,-46.01966852,-46.38611111,57.31831052,56.25222328,56.25930845,57.31122535,56.7852669,DES0347-4623
-51.03324149,-51.03324149,-50.30280583,-50.30280583,-50.66944444,57.50398126,56.34242797,56.35139432,57.49501492,56.92320462,DES0347-5040
-51.74709313,-51.74709313,-51.01665863,-51.01665863,-51.38333333,57.42814492,56.24832607,56.25766658,57.41880441,56.83823549,DES0347-5123
-52.46094357,-52.46094357,-51.73051029,-51.73051029,-52.09722222,57.37237195,56.17351483,56.18325042,57.36263636,56.77294339,DES0347-5205
-56.03017514,-56.03017514,-55.29974919,-55.29974919,-55.66666667,57.417177,56.10986506,56.12195267,57.4050894,56.76352103,DES0347-5540
-56.74401669,-56.74401669,-56.0135925,-56.0135925,-56.38055556,57.49632755,56.16427948,56.1769282,57.48367883,56.83030351,DES0347-5622
-57.45785642,-57.45785642,-56.7274341,-56.7274341,-57.09444444,57.60105379,56.24310063,56.25634697,57.58780745,56.92207721,DES0347-5705
-62.45467101,-62.45467101,-61.72426615,-61.72426615,-62.09166667,57.63463987,56.05506239,56.07384488,57.61585739,56.84485113,DES0347-6205
-41.03922297,-41.03922297,-40.30877617,-40.30877617,-40.675,57.61838875,56.64994121,56.65521745,57.61311252,57.13416498,DES0348-4040
-43.18081054,-43.18081054,-42.45036552,-42.45036552,-42.81666667,57.59112402,56.58939025,56.5952719,57.58524237,57.09025713,DES0348-4249
-45.32239236,-45.32239236,-44.5919494,-44.5919494,-44.95833333,57.76841767,56.72952517,56.73609595,57.76184688,57.24897142,DES0348-4457
-46.03625154,-46.03625154,-45.30580933,-45.30580933,-45.67222222,57.53516921,56.48293668,56.48975868,57.52834722,57.00905295,DES0348-4540
-49.60553489,-49.60553489,-48.8750971,-48.8750971,-49.24166667,57.71373555,56.58655596,56.59483084,57.70546067,57.15014576,DES0348-4914
-50.31938872,-50.31938872,-49.58895197,-49.58895197,-49.95555556,57.59934211,56.45532259,56.46393417,57.59073052,57.02733235,DES0348-4957
-58.17169418,-58.17169418,-57.44127386,-57.44127386,-57.80833333,57.73247401,56.34736897,56.36125271,57.71859027,57.03992149,DES0348-5748
-58.88552985,-58.88552985,-58.15511167,-58.15511167,-58.52222222,57.89181695,56.47822825,56.49279284,57.87725237,57.1850226,DES0348-5831
-63.16849041,-63.16849041,-62.43808887,-62.43808887,-62.80555556,57.95847592,56.34011454,56.35994449,57.93864598,57.14929523,DES0348-6248
-66.02372978,-66.02372978,-65.29334456,-65.29334456,-65.66111111,57.93769085,56.1400584,56.16503609,57.91271316,57.03887463,DES0348-6539
-42.46694862,-42.46694862,-41.73650297,-41.73650297,-42.10277778,57.89892308,56.90869039,56.91436169,57.89325178,57.40380673,DES0349-4206
-48.17782423,-48.17782423,-47.44738453,-47.44738453,-47.81388889,57.99786503,56.90242263,56.91007337,57.99021429,57.45014383,DES0349-4748
-48.89168004,-48.89168004,-48.16124127,-48.16124127,-48.52777778,57.84671284,56.73571467,56.74366964,57.83875787,57.29121375,DES0349-4831
-59.59936327,-59.59936327,-58.86894739,-58.86894739,-59.23611111,58.08043438,56.63693722,56.65223018,58.06514141,57.3586858,DES0349-5914
-63.88230631,-63.88230631,-63.15190835,-63.15190835,-63.51944444,58.32117115,56.66180946,56.68277232,58.30020828,57.4914903,DES0349-6331
